player_id,player_display_name,position,recent_team,season,week,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,racr,target_share,air_yards_share,wopr,fantasy_points,fantasy_points_ppr
00-0028011,Stevan Ridley,RB,ATL,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.7,0.7
00-0028011,Stevan Ridley,RB,PIT,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.4,8.4
00-0028011,Stevan Ridley,RB,PIT,2018,9,0.33,0.44,2.0,0.0,1.0,1.3333334,0.11111111,2.5833333,0.038103256,0.013086574,0.06631549,1.3111111,1.6444445
00-0028016,Austin Pettis,WR,LA,2011,10,2.7,4.8,25.6,0.0,38.5,9.5,1.4,1.1126586,0.15122455,0.1243533,0.31388414,2.5,5.2
00-0028016,Austin Pettis,WR,LA,2012,13,2.31,3.69,20.076923,0.31,32.923077,6.076923,1.2307693,0.72112256,0.10441491,0.107083865,0.23158108,3.853846,6.1615386
00-0028016,Austin Pettis,WR,LA,2013,14,2.71,4.5,28.5,0.29,44.857143,8.428572,1.7857143,0.919051,0.12970626,0.16597885,0.31074458,4.5642858,7.278571
00-0028016,Austin Pettis,WR,LA,2014,4,3.0,4.5,29.5,0.25,33.75,12.5,1.75,0.97357976,0.11454228,0.08775549,0.23324227,4.45,7.45
00-0028017,Leonard Hankerson,WR,WAS,2011,4,3.25,5.0,40.75,0.0,60.0,7.25,2.0,0.5997748,0.14016867,0.2047031,0.35354516,4.5750003,7.825
00-0028017,Leonard Hankerson,WR,WAS,2012,16,2.5,3.88,35.625,0.19,51.5,9.9375,1.6875,1.0117295,0.13602872,0.2055348,0.34791744,4.71875,7.21875
00-0028017,Leonard Hankerson,WR,WAS,2013,10,3.0,5.0,37.5,0.3,50.0,13.1,2.1,0.87599874,0.13701044,0.16890624,0.32375005,5.55,8.55
00-0028017,Leonard Hankerson,WR,WAS,2014,1,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.03125,0.11363637,0.12642045,0.0,0.0
00-0028017,Leonard Hankerson,WR,ATL,2015,7,3.71,6.57,46.714287,0.43,58.714287,17.0,2.7142856,0.8031243,0.17306419,0.21541134,0.4103842,7.242857,10.957143
00-0028020,Vincent Brown,WR,LAC,2011,10,1.9,4.0,32.9,0.2,58.7,7.7,1.7,0.61786044,0.109056704,0.17203206,0.2840075,4.49,6.39
00-0028020,Vincent Brown,WR,LAC,2013,17,2.41,4.12,27.764706,0.06,50.117645,4.9411764,1.6470588,0.5296761,0.12246712,0.18942349,0.3162971,3.1294117,5.5411763
00-0028020,Vincent Brown,WR,LV,2014,6,2.0,3.5,19.666666,0.0,34.333332,7.8333335,1.0,0.8685664,0.0821925,0.109762534,0.20012252,1.9666667,3.9666667
00-0028020,Vincent Brown,WR,LAC,2015,1,1.0,2.0,22.0,0.0,18.0,2.0,1.0,1.2222222,0.04761905,0.046753246,0.104155846,2.2,3.2
00-0028021,Jerrel Jernigan,WR,NYG,2011,3,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.029050749,0.014763012,0.05391023,0.0,0.0
00-0028021,Jerrel Jernigan,WR,NYG,2012,6,0.5,0.83,3.6666667,0.0,6.3333335,1.1666666,0.33333334,1.2,0.03285887,0.029973358,0.07026965,0.46666667,0.9666667
00-0028021,Jerrel Jernigan,WR,NYG,2013,9,3.22,4.89,36.555557,0.22,51.333332,14.0,1.7777778,0.7152652,0.13646504,0.1431776,0.3049219,6.288889,9.511111
00-0028021,Jerrel Jernigan,WR,NYG,2014,2,3.0,4.5,20.0,0.0,40.5,5.0,1.0,0.68939394,0.13501602,0.1766687,0.32619214,1.9,4.9
00-0028034,Alex Green,RB,GB,2011,2,0.5,0.5,3.0,0.0,-4.0,7.0,0.5,-0.75,0.02631579,-0.020942409,0.024813998,0.85,1.35
00-0028034,Alex Green,RB,GB,2012,11,1.64,2.64,11.363636,0.0,-3.0,14.363636,0.45454547,-3.9951568,0.1030394,-0.015694585,0.14357288,5.3545456,6.990909
00-0028034,Alex Green,RB,NYJ,2013,4,0.5,0.5,2.0,0.0,-2.25,4.25,0.0,-0.75,0.028594771,-0.018262986,0.030108066,1.075,1.575
00-0028040,Jordan Cameron,TE,CLE,2011,5,1.2,2.6,6.6,0.0,17.6,2.4,0.2,0.8444826,0.0799609,0.07040694,0.16922621,0.66,1.86
00-0028040,Jordan Cameron,TE,CLE,2012,13,1.54,3.08,17.384615,0.08,22.0,8.307693,0.9230769,1.0563775,0.08656792,0.08219038,0.18738514,2.2,3.7384615
00-0028040,Jordan Cameron,TE,CLE,2013,15,5.33,7.87,61.133335,0.47,72.933334,15.866667,3.1333334,0.87401307,0.18635193,0.2047415,0.4228469,8.913333,14.246667
00-0028040,Jordan Cameron,TE,CLE,2014,10,2.4,4.8,42.4,0.2,48.2,16.9,1.3,0.9709055,0.17694896,0.17368181,0.3870007,5.44,7.84
00-0028040,Jordan Cameron,TE,MIA,2015,16,2.19,4.38,24.125,0.19,45.625,5.125,1.3125,0.7167782,0.12573762,0.14754754,0.29188973,3.5375001,5.725
00-0028040,Jordan Cameron,TE,MIA,2016,3,2.67,3.67,20.0,0.33,29.0,9.333333,1.0,0.7758454,0.099326596,0.085647754,0.20894332,4.0,6.6666665
00-0028042,Luke Stocker,TE,TB,2011,9,1.33,1.89,10.222222,0.0,11.0,5.6666665,0.5555556,1.5192777,0.050634477,0.041350164,0.10489683,1.0222222,2.3555555
00-0028042,Luke Stocker,TE,TB,2012,12,1.33,2.33,13.75,0.08,13.083333,7.3333335,0.6666667,1.0362434,0.06635712,0.0431044,0.12970875,1.875,3.2083333
00-0028042,Luke Stocker,TE,TB,2014,5,1.4,2.2,8.2,0.0,12.6,3.4,0.4,1.0653334,0.06434259,0.033308994,0.119830176,0.82,2.22
00-0028042,Luke Stocker,TE,TB,2015,8,1.12,1.62,7.625,0.12,4.0,4.875,0.375,0.9903846,0.04771997,0.011117598,0.07936227,1.5125,2.6375
00-0028042,Luke Stocker,TE,TB,2016,6,0.83,1.33,3.8333333,0.0,2.0,3.3333333,0.33333334,0.9722222,0.041500084,0.0060268715,0.06646894,0.38333336,1.2166667
00-0028042,Luke Stocker,TE,TB,2017,4,1.0,1.25,7.5,0.25,3.25,5.5,0.25,1.0625,0.04395142,0.012543235,0.0747074,2.25,3.25
00-0028042,Luke Stocker,TE,TEN,2018,12,1.25,1.75,13.75,0.17,13.583333,5.3333335,0.8333333,1.1710632,0.06839324,0.07759226,0.15690443,2.375,3.625
00-0028042,Luke Stocker,TE,ATL,2019,11,0.73,1.27,4.818182,0.0,5.4545455,3.2727273,0.18181819,1.4068182,0.03248784,0.016996512,0.06062932,0.48181817,1.2090908
00-0028042,Luke Stocker,TE,ATL,2020,9,0.78,1.22,7.0,0.0,2.3333333,5.7777777,0.44444445,3.05,0.030378133,0.00694718,0.050430223,0.7,1.4777777
00-0028042,Luke Stocker,TE,MIN,2021,2,1.0,1.0,6.0,0.0,3.0,3.0,0.0,4.0,0.033008657,0.013906089,0.059247248,0.6,1.6
00-0028043,Roy Helu,RB,WAS,2011,15,3.27,3.93,25.266666,0.07,-0.93333334,28.0,0.8,-4.1880035,0.121168956,-0.003806757,0.1790887,7.726667,10.993334
00-0028043,Roy Helu,RB,WAS,2012,3,2.33,2.33,15.0,0.0,-0.6666667,15.666667,0.33333334,-1.111111,0.08111025,-0.0041618505,0.11875208,1.5666667,3.8999999
00-0028043,Roy Helu,RB,WAS,2013,16,1.94,2.62,15.6875,0.0,5.125,10.875,0.5625,-0.8042906,0.07204729,0.017046494,0.120003484,4.78125,6.71875
00-0028043,Roy Helu,RB,WAS,2014,13,3.23,3.62,36.692307,0.15,0.6923077,37.384617,1.2307693,3.79142,0.10842177,0.00013267192,0.16272552,6.5615387,9.792308
00-0028043,Roy Helu,RB,LV,2015,8,1.12,2.0,9.375,0.12,1.5,11.125,0.75,-2.7782407,0.073357776,0.0036471453,0.112589665,2.175,3.3
00-0028045,Kris Durham,WR,SEA,2011,2,1.5,2.0,15.0,0.0,23.0,1.5,1.0,0.5555556,0.064440995,0.10190268,0.16799337,1.5,3.0
00-0028045,Kris Durham,WR,DET,2012,4,2.0,5.25,31.25,0.25,76.0,6.25,1.75,0.47181225,0.112959385,0.18152493,0.29650652,4.625,6.625
00-0028045,Kris Durham,WR,DET,2013,16,2.38,5.31,30.625,0.12,61.4375,7.6875,1.5625,0.5138914,0.13303629,0.1862744,0.3299465,3.6875,6.0625
00-0028045,Kris Durham,WR,TEN,2014,4,1.5,2.75,13.5,0.0,30.25,3.75,0.5,0.7428592,0.08221289,0.11290665,0.20235398,1.35,2.85
00-0028049,Clyde Gates,WR,MIA,2011,7,0.29,1.71,2.7142856,0.0,34.285713,0.14285715,0.14285715,0.35714287,0.057009757,0.10220304,0.15705675,0.32857144,0.6142857
00-0028049,Clyde Gates,WR,NYJ,2012,10,1.6,3.5,22.4,0.0,39.3,2.0,1.2,0.41513398,0.1069796,0.15123774,0.26633582,2.36,3.96
00-0028049,Clyde Gates,WR,NYJ,2013,6,2.0,4.0,20.333334,0.0,43.166668,4.3333335,0.8333333,1.0741493,0.118739165,0.11690327,0.25994104,2.0333333,4.0333333
00-0028050,Greg Salas,WR,LA,2011,6,4.5,6.33,44.0,0.0,23.5,36.333332,1.8333334,2.216095,0.15910296,0.07401795,0.290467,4.5333333,9.033333
00-0028050,Greg Salas,WR,NYJ,2013,5,1.6,2.6,28.6,0.0,30.4,15.6,1.0,12.141905,0.104507394,0.11395684,0.23653087,2.8600001,4.46
00-0028050,Greg Salas,WR,NYJ,2014,8,1.0,2.88,20.875,0.0,49.0,14.25,0.75,0.6440934,0.10002968,0.19743013,0.28824562,3.0875,4.0875
00-0028050,Greg Salas,WR,BUF,2015,1,3.0,5.0,41.0,0.0,62.0,14.0,3.0,0.66129035,0.17857143,0.27312776,0.45904657,4.1,7.1
00-0028050,Greg Salas,WR,BUF,2016,2,2.0,3.0,44.5,0.5,46.5,16.5,1.5,0.6013514,0.10606061,0.16993555,0.2780458,7.45,9.45
00-0028052,Cecil Shorts,WR,JAX,2011,8,0.25,1.5,3.75,0.12,21.0,0.375,0.25,0.24074075,0.050819807,0.101735756,0.14744473,1.125,1.375
00-0028052,Cecil Shorts,WR,JAX,2012,14,3.93,7.5,69.92857,0.5,93.35714,25.714285,2.5714285,0.9610417,0.20269558,0.3091053,0.5204171,9.821428,13.75
00-0028052,Cecil Shorts,WR,JAX,2013,13,5.08,9.62,59.76923,0.23,99.46154,21.153847,3.1538463,0.54853445,0.2735639,0.42635527,0.70879453,7.3615384,12.438461
00-0028052,Cecil Shorts,WR,JAX,2014,13,4.08,8.46,42.846153,0.08,69.46154,19.923077,2.0,0.71516556,0.24289386,0.28452054,0.5635052,4.9984617,9.075384
00-0028052,Cecil Shorts,WR,HOU,2015,12,3.58,6.5,40.75,0.17,55.5,17.75,2.25,0.7957204,0.16228938,0.1391138,0.34081373,5.7033334,9.286667
00-0028052,Cecil Shorts,WR,TB,2016,7,1.57,3.86,21.714285,0.0,56.142857,6.428571,1.1428572,0.45022428,0.10815653,0.15875949,0.27336645,2.1714284,3.7428572
00-0028053,Kendall Hunter,RB,SF,2011,17,1.0,1.59,12.235294,0.0,2.2941177,10.882353,0.64705884,2.550433,0.081644155,0.013511011,0.13192394,5.029412,6.029412
00-0028053,Kendall Hunter,RB,SF,2012,11,0.82,1.09,5.4545455,0.0,1.1818181,5.181818,0.27272728,1.8851852,0.051210396,0.0064374804,0.08132183,5.009091,5.827273
00-0028053,Kendall Hunter,RB,SF,2013,19,0.11,0.26,0.68421054,0.0,0.05263158,0.84210527,0.0,-0.6,0.038757186,0.00047041662,0.05846507,3.3578947,3.463158
00-0028053,Kendall Hunter,RB,NO,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.2,0.2
00-0028057,Delone Carter,RB,IND,2011,15,0.33,0.53,1.2,0.0,-1.1333333,2.2666667,0.0,-0.86507934,0.04626784,-0.0089684725,0.06312383,3.0333333,3.3666666
00-0028057,Delone Carter,RB,IND,2012,7,0.14,0.29,1.8571428,0.0,0.71428573,1.5714285,0.14285715,3.25,0.031947263,0.006678273,0.052595682,4.5,4.642857
00-0028061,Tandon Doss,WR,BAL,2011,2,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.03125,0.03683541,0.07265978,0.0,0.0
00-0028061,Tandon Doss,WR,BAL,2012,10,0.7,2.1,12.3,0.1,24.3,5.2,0.6,1.8988179,0.058498945,0.06109056,0.1305118,1.83,2.53
00-0028061,Tandon Doss,WR,BAL,2013,11,1.73,3.27,27.727272,0.0,34.0,7.818182,1.1818181,0.49578333,0.09729383,0.1107189,0.22344397,3.3181818,5.0454545
00-0028062,Owen Marecic,RB,CLE,2011,6,0.83,1.0,5.1666665,0.0,1.6666666,3.8333333,0.33333334,2.7083333,0.06568556,0.025629496,0.11646899,0.65,1.4833333
00-0028062,Owen Marecic,RB,CLE,2012,3,0.0,1.67,0.0,0.0,10.0,0.0,0.0,0.0,0.051295385,0.044877097,0.10835705,0.0,0.0
00-0028063,Taiwan Jones,RB,LV,2011,6,0.33,0.5,4.1666665,0.0,-0.16666667,5.1666665,0.16666667,3.4166667,0.0478022,-0.007870173,0.06619418,1.6333334,1.9666667
00-0028063,Taiwan Jones,RB,LV,2012,3,0.67,0.67,3.6666667,0.0,-1.6666666,5.3333335,0.0,1.4166667,0.018934082,-0.005831709,0.024318926,1.0666666,1.7333333
00-0028063,Taiwan Jones,RB,LV,2013,4,0.5,0.75,13.75,0.0,3.0,10.0,0.25,1.2294118,0.03888889,0.016557656,0.06992369,1.9499999,2.45
00-0028063,Taiwan Jones,RB,LV,2015,9,0.78,1.0,11.777778,0.11,-1.4444444,12.666667,0.44444445,0.4444445,0.041054707,-0.008700125,0.055491973,2.6666665,3.4444444
00-0028063,Taiwan Jones,RB,LV,2016,3,1.33,1.33,14.333333,0.0,-5.3333335,19.666666,1.0,-6.3,0.036313757,-0.019208547,0.041024655,1.1666666,2.5
00-0028063,Taiwan Jones,RB,BUF,2017,1,1.0,2.0,11.0,0.0,24.0,10.0,1.0,0.45833334,0.0625,0.06153846,0.13682692,1.1,2.1
00-0028063,Taiwan Jones,RB,BUF,2018,2,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.040151514,0.048859935,0.094429225,0.0,0.0
00-0028063,Taiwan Jones,RB,HOU,2019,3,1.0,1.0,19.0,0.0,-0.6666667,19.666666,0.6666667,-10.0,0.030416666,-0.0039911754,0.04283118,3.2333333,4.2333336
00-0028063,Taiwan Jones,RB,BUF,2020,2,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.024269007,0.05722818,0.07646324,0.0,0.0
00-0028064,Bilal Powell,RB,NYJ,2011,2,0.5,0.5,3.5,0.0,2.5,1.0,0.0,1.4,0.025641026,0.018939395,0.051719114,1.4,1.9
00-0028064,Bilal Powell,RB,NYJ,2012,14,1.21,2.57,10.0,0.0,5.857143,8.571428,0.64285713,0.97636503,0.093557164,0.017231762,0.15239798,5.8357143,7.05
00-0028064,Bilal Powell,RB,NYJ,2013,16,2.25,3.56,17.0,0.0,-0.125,19.5625,0.8125,-2.3475847,0.11845671,-0.007815379,0.17221428,6.50625,8.75625
00-0028064,Bilal Powell,RB,NYJ,2014,14,0.79,1.07,6.571429,0.0,-0.78571427,6.857143,0.35714287,-3.3690476,0.09045346,-0.008285574,0.1298803,2.0928571,2.8785715
00-0028064,Bilal Powell,RB,NYJ,2015,11,4.27,5.73,35.272728,0.18,6.0,38.18182,1.9090909,-4.0000763,0.14478175,0.01397296,0.22695369,8.00909,12.281818
00-0028064,Bilal Powell,RB,NYJ,2016,16,3.62,4.62,24.25,0.12,-2.0625,26.25,1.375,2.8948247,0.13741858,-0.0038663447,0.20342143,8.6875,12.3125
00-0028064,Bilal Powell,RB,NYJ,2017,15,1.53,2.2,11.333333,0.0,2.4,9.533334,0.53333336,1.9690475,0.08571904,0.010920024,0.13622259,8.146667,9.68
00-0028064,Bilal Powell,RB,NYJ,2018,7,1.57,2.57,15.714286,0.14,12.714286,12.0,0.42857143,0.8024441,0.09168138,0.048117008,0.17120399,7.042857,8.614285
00-0028064,Bilal Powell,RB,NYJ,2019,12,0.58,1.0,2.75,0.0,1.75,3.75,0.0,-0.5388889,0.06530729,0.017273737,0.11005254,2.1833334,2.7666667
00-0028067,Julius Thomas,TE,DEN,2011,4,0.25,1.75,1.25,0.0,18.75,1.75,0.0,0.0,0.05688645,0.059100956,0.12670034,0.125,0.375
00-0028067,Julius Thomas,TE,DEN,2013,17,4.88,6.71,57.411766,0.71,46.411766,29.117647,2.9411764,1.6920584,0.15740815,0.14042579,0.33441028,9.858824,14.741177
00-0028067,Julius Thomas,TE,DEN,2014,13,3.77,5.31,41.692307,0.92,36.76923,13.230769,2.4615386,1.6704342,0.14242955,0.12012646,0.29773283,9.707692,13.476923
00-0028067,Julius Thomas,TE,JAX,2015,12,3.83,6.67,37.916668,0.42,56.5,12.083333,2.0833333,0.7211219,0.1761302,0.15839505,0.37507182,6.2916665,10.125
00-0028067,Julius Thomas,TE,JAX,2016,9,3.33,5.67,31.222221,0.44,40.333332,10.555555,1.6666666,0.8983853,0.13274378,0.11267827,0.27799046,5.788889,9.122222
00-0028067,Julius Thomas,TE,MIA,2017,14,2.93,4.43,27.714285,0.21,34.285713,10.357142,1.2857143,1.1370603,0.12450528,0.13577294,0.28179896,4.0571427,6.9857144
00-0028068,Jamie Harper,RB,TEN,2011,8,0.5,0.75,4.0,0.0,2.25,4.5,0.125,-1.0078948,0.030938655,0.008863939,0.05261274,1.4499999,1.9499999
00-0028068,Jamie Harper,RB,TEN,2012,6,0.17,0.17,1.3333334,0.0,0.5,0.8333333,0.0,2.6666667,0.023255814,0.0100334445,0.04190713,3.6333334,3.8
00-0028070,Kealoha Pilares,WR,CAR,2011,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.0,6.0
00-0028070,Kealoha Pilares,WR,CAR,2012,4,0.5,1.0,10.5,0.25,-2.0,12.25,0.25,0.0,0.04160322,-0.011558631,0.054313786,2.6750002,3.1750002
00-0028071,Johnny White,RB,BUF,2011,4,0.25,1.0,-0.75,0.0,1.5,0.0,0.0,-0.5,0.1,0.027149322,0.16900453,0.875,1.125
00-0028071,Johnny White,RB,BUF,2012,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.1333333,1.1333333
00-0028074,Anthony Sherman,RB,ARI,2011,7,1.14,1.29,10.285714,0.0,5.285714,5.857143,0.42857143,4.663492,0.042002596,0.020746691,0.07752658,1.0714285,2.2142859
00-0028074,Anthony Sherman,RB,ARI,2012,6,0.83,1.33,6.5,0.0,-0.5,6.8333335,0.16666667,3.5555556,0.032094017,-0.0019854493,0.046751212,0.65,1.4833333
00-0028074,Anthony Sherman,RB,KC,2013,12,1.67,2.17,13.0,0.17,-1.3333334,13.75,0.75,1.5252525,0.06518942,-0.006547755,0.0932007,2.1583333,3.825
00-0028074,Anthony Sherman,RB,KC,2014,11,0.91,1.27,6.4545455,0.09,2.7272727,5.909091,0.36363637,2.2990477,0.049476966,0.018125886,0.086903565,1.2636364,2.1727273
00-0028074,Anthony Sherman,RB,KC,2015,6,1.0,1.17,6.3333335,0.0,-0.8333333,6.8333335,0.16666667,1.0500001,0.043071218,-0.0059414976,0.060447775,0.6333333,1.6333333
00-0028074,Anthony Sherman,RB,KC,2016,7,0.71,1.0,2.0,0.0,-0.2857143,1.2857143,0.14285715,0.85714287,0.036031064,-0.0023380548,0.052409954,0.2,0.9142857
00-0028074,Anthony Sherman,RB,KC,2017,5,1.2,1.6,9.4,0.0,2.8,8.2,0.6,-2.3933334,0.048628848,0.013049811,0.08207814,2.94,4.14
00-0028074,Anthony Sherman,RB,KC,2018,8,1.0,1.12,12.0,0.12,5.5,7.0,0.625,0.5107143,0.03559389,0.017138937,0.06538809,1.975,2.9750001
00-0028074,Anthony Sherman,RB,KC,2019,5,0.4,0.8,4.4,0.0,2.6,4.6,0.4,-0.3541667,0.031181458,0.007469819,0.05200106,0.62,1.02
00-0028074,Anthony Sherman,RB,KC,2020,4,0.25,0.5,1.25,0.25,2.0,1.75,0.25,-1.25,0.026901003,0.012799295,0.049311012,1.825,2.075
00-0028079,D.J. Williams,TE,GB,2011,4,0.5,1.0,3.25,0.0,6.0,1.0,0.0,0.7375,0.029214788,0.017227154,0.05588119,0.325,0.82500005
00-0028079,D.J. Williams,TE,GB,2012,7,1.0,2.14,8.142858,0.0,14.428572,5.714286,0.42857143,1.0766615,0.06230014,0.06113006,0.13624126,0.8142857,1.8142858
00-0028079,D.J. Williams,TE,JAX,2013,2,0.0,1.0,0.0,0.0,9.5,0.0,0.0,0.0,0.034722224,0.07274205,0.10300277,0.0,0.0
00-0028083,Jacquizz Rodgers,RB,ATL,2011,17,1.47,1.94,12.117647,0.06,5.352941,8.117647,0.47058824,-0.30299777,0.058328826,0.017562196,0.09978678,3.0058823,4.4764705
00-0028083,Jacquizz Rodgers,RB,ATL,2012,18,3.06,3.56,22.777779,0.06,-0.7777778,24.833334,0.9444444,-0.026455022,0.09118956,-0.0074927364,0.13153943,5.4888887,8.544444
00-0028083,Jacquizz Rodgers,RB,ATL,2013,15,3.47,4.13,22.733334,0.13,1.2666667,23.933332,0.8,2.29291,0.113316774,0.0004842069,0.1703141,5.9533334,9.42
00-0028083,Jacquizz Rodgers,RB,ATL,2014,16,1.81,2.5,10.8125,0.06,-0.125,11.5625,0.5625,2.3713834,0.06410051,-0.003100143,0.09398066,3.1875,5.0
00-0028083,Jacquizz Rodgers,RB,CHI,2015,5,0.2,0.6,2.0,0.0,-2.2,2.8,0.0,-0.8333333,0.036883593,-0.018689621,0.042242654,1.02,1.22
00-0028083,Jacquizz Rodgers,RB,TB,2016,10,1.3,1.6,9.8,0.0,0.1,9.0,0.3,-0.6759259,0.05341729,-9.712893e-05,0.08005795,7.7799997,9.08
00-0028083,Jacquizz Rodgers,RB,TB,2017,13,0.69,0.85,5.6923075,0.0,-0.23076923,6.5384617,0.30769232,3.4880953,0.037276957,-0.00094214646,0.055255935,2.9076924,3.6
00-0028083,Jacquizz Rodgers,RB,TB,2018,13,2.92,3.46,23.384615,0.0,6.1538463,18.461538,1.0,2.8427289,0.08625212,0.013288045,0.13867982,3.4615383,6.3846154
00-0028086,Denarius Moore,WR,LV,2011,13,2.54,5.85,47.53846,0.38,103.38461,9.692307,2.0,0.38072494,0.1934731,0.31198233,0.50859725,7.9923077,10.530769
00-0028086,Denarius Moore,WR,LV,2012,15,3.4,7.6,49.4,0.47,94.46667,17.2,2.2,0.5660368,0.20579071,0.29168758,0.5128674,7.7066665,11.106667
00-0028086,Denarius Moore,WR,LV,2013,13,3.54,6.62,53.46154,0.38,66.15385,21.076923,2.7692308,0.8174811,0.21747357,0.28022075,0.52236485,7.6538463,11.192307
00-0028086,Denarius Moore,WR,LV,2014,8,1.5,3.38,14.375,0.0,31.25,5.0,0.75,0.5882272,0.095169745,0.13553527,0.23762931,1.45,2.95
00-0028087,Dion Lewis,RB,PHI,2011,8,0.12,0.12,-0.375,0.0,-1.0,0.625,0.0,0.375,0.032258064,-0.023880597,0.03167068,1.9875001,2.1125
00-0028087,Dion Lewis,RB,PHI,2012,6,0.33,0.33,4.0,0.0,-0.8333333,4.8333335,0.16666667,-13.5,0.026129032,-0.007482593,0.033955734,2.55,2.8833332
00-0028087,Dion Lewis,RB,NE,2015,7,5.14,7.14,55.42857,0.29,16.571428,48.57143,2.2857144,6.283234,0.19505149,0.05392711,0.3303262,12.028571,17.171429
00-0028087,Dion Lewis,RB,NE,2016,10,2.2,3.6,12.7,0.1,17.3,11.8,0.6,2.0531697,0.08882261,0.0470855,0.16619377,6.69,8.89
00-0028087,Dion Lewis,RB,NE,2017,19,2.53,2.79,17.105263,0.16,-0.5263158,18.105263,0.68421054,-0.0047382885,0.09793645,-0.0013441094,0.1459638,10.189473,12.71579
00-0028087,Dion Lewis,RB,TEN,2018,16,3.69,4.19,25.0,0.06,-4.4375,29.8125,0.8125,-3.1482334,0.15447041,-0.030501269,0.21035475,6.3562503,10.04375
00-0028087,Dion Lewis,RB,TEN,2019,17,1.59,2.0,10.470589,0.06,-1.2352941,12.058824,0.47058824,-0.3470982,0.08442884,-0.006415701,0.12215227,2.5588236,4.147059
00-0028087,Dion Lewis,RB,NYG,2020,16,1.19,1.88,7.9375,0.06,4.3125,5.0,0.5,1.0934981,0.07724254,0.02439452,0.13293998,2.5125,3.7
00-0028091,Jeremy Kerley,WR,NYJ,2011,12,2.42,3.92,26.166666,0.08,39.416668,8.333333,1.5833334,0.69181204,0.12917323,0.15093412,0.2994137,3.4866667,5.903333
00-0028091,Jeremy Kerley,WR,NYJ,2012,16,3.5,6.0,51.6875,0.12,58.0625,18.25,1.9375,0.92363214,0.20050822,0.21875915,0.45389375,6.32375,9.8237505
00-0028091,Jeremy Kerley,WR,NYJ,2013,12,3.58,6.0,43.583332,0.25,52.75,14.833333,2.5,0.8543418,0.20124283,0.21055962,0.44925597,5.95,9.533334
00-0028091,Jeremy Kerley,WR,NYJ,2014,16,2.38,4.69,25.5625,0.06,39.375,9.375,1.25,0.6480635,0.14825432,0.14469422,0.32366744,3.2375,5.6125
00-0028091,Jeremy Kerley,WR,NYJ,2015,5,3.2,5.2,30.4,0.4,26.8,19.0,1.6,1.2460897,0.11501457,0.06753438,0.21979591,5.44,8.64
00-0028091,Jeremy Kerley,WR,SF,2016,16,4.0,7.19,41.6875,0.19,61.75,12.9375,2.0625,0.6851618,0.24434316,0.26097524,0.54919744,5.2937503,9.29375
00-0028091,Jeremy Kerley,WR,NYJ,2017,7,3.14,3.86,31.0,0.14,34.857143,8.142858,1.8571428,1.515527,0.13589683,0.15292683,0.310894,3.6714287,6.8142858
00-0028091,Jeremy Kerley,WR,BUF,2018,1,2.0,4.0,7.0,0.0,15.0,15.0,0.0,0.46666667,0.125,0.042735044,0.21741453,0.7,2.7
00-0028093,Niles Paul,TE,WAS,2011,5,0.4,1.0,5.0,0.0,9.8,0.2,0.4,0.26041666,0.030561045,0.040079143,0.073896974,0.64,1.04
00-0028093,Niles Paul,TE,WAS,2012,10,0.8,1.5,15.2,0.1,14.5,5.6,0.5,0.75163776,0.055037014,0.059599306,0.124275036,2.11,2.9099998
00-0028093,Niles Paul,TE,WAS,2013,5,0.8,1.6,10.2,0.0,10.2,4.4,0.4,1.7131579,0.04623437,0.030827228,0.09093062,1.02,1.82
00-0028093,Niles Paul,TE,WAS,2014,15,2.6,3.47,33.8,0.07,27.066668,17.2,1.3333334,2.2653883,0.09919647,0.089213505,0.21124417,3.6466668,6.246667
00-0028093,Niles Paul,TE,WAS,2016,2,1.0,1.0,13.5,0.0,0.5,13.0,1.0,4.0,0.024184149,0.0007439946,0.03679702,1.35,2.35
00-0028093,Niles Paul,TE,WAS,2017,11,1.18,1.73,8.545455,0.0,10.181818,2.8181818,0.36363637,0.7371685,0.06002734,0.041444506,0.11905216,0.8909091,2.0727272
00-0028093,Niles Paul,TE,JAX,2018,5,2.0,2.6,19.6,0.0,21.4,6.4,1.0,0.9784833,0.063300714,0.06800565,0.14255503,1.9,3.9
00-0028097,Lee Smith,TE,BUF,2011,2,2.0,2.0,5.5,0.0,3.5,2.0,0.0,0.78571427,0.046846848,0.009803922,0.077133015,0.55,2.55
00-0028097,Lee Smith,TE,BUF,2012,4,1.0,1.0,3.25,0.5,2.0,1.25,0.75,0.75,0.029214015,0.0070317294,0.048743233,3.3249998,4.325
